"TRIGRAMME","NOM_VALIDE","CD_NOM","STATUT_FR"
"Semara","Sempervivum arachnoideum L., 1753",122419,"P"
"Semaraara","Sempervivum arachnoideum var. arachnoideum L., 1753",613151,"P"
"Semaratom","Sempervivum arachnoideum var. tomentosum (C.B.Lehm. & Schnittsp.) Cariot & St.-Lag., 1889",151445,"P"
"Semcal","Sempervivum calcareum Jord., 1849",122428,"P"
"Semfau","Sempervivum fauconnetii Reut., 1861",122508,"P"
"Semglo","Sempervivum globiferum L., 1753",122448,"P"
"Semgloglo","Sempervivum globiferum subsp. globiferum L., 1753",612570,"M"
"Semgloall","Sempervivum globiferum subsp. allionii (Jord. & Fourr.) 't Hart & Bleij, 1999",612569,"P"
"Semgra","Sempervivum grandiflorum Haw., 1821",160123,"Q"
"Semxang","Sempervivum x angustifolium A.Kern., 1870",122502,"P"
"Semxbar","Sempervivum x barbulatum Schott, 1853",122504,"P"
"Semxbar2","Sempervivum x barbulatum nothovar. barbulatum Schott, 1853",162476,"P"
"Semxbar3","Sempervivum x barbulatum nothovar. pseudo-arachnoideum (Lamotte) B.Bock, 2012",718774,"P"
"Semxfun","Sempervivum x funckii F.Braun ex W.D.J.Koch, 1832",160118,"Q"
"Semxfun2","Sempervivum x funckii var. aqualiense E.Morren, 1873",613641,"Q"
"Semxfun3","Sempervivum x funckii var. funckii F.Braun ex W.D.J.Koch, 1832",613642,"Q"
"Semxmor","Sempervivum x morelianum Viv.-Morel, 1905",122514,"P"
"Semxpil","Sempervivum x piliferum Jord., 1849",122517,"P"
"Semxpom","Sempervivum x pomelii Lamotte, 1864",122519,"P"
"Semxsch","Sempervivum x schottii C.B.Lehm. & Schnittsp., 1860",717873,"P"
"Semmon","Sempervivum montanum L., 1753",122467,"P"
"Semmonmon","Sempervivum montanum subsp. montanum L., 1753",140918,"P"
"Semmonmon2","Sempervivum montanum var. montanum L., 1753",613152,"P"
"Semmonbur","Sempervivum montanum var. burnatii (Wettst. ex Hayek) Praeger, 1932",613604,"P"
"Semtec","Sempervivum tectorum L., 1753",122493,"P"
"Semtectec","Sempervivum tectorum subsp. tectorum L., 1753",140929,"P"
"Semtecarv","Sempervivum tectorum subsp. arvernense (Lecoq & Lamotte) Rouy & E.G.Camus, 1901",140921,"P"
"Semtecbou","Sempervivum tectorum subsp. boutignyanum (Billot & Gren.) H.Jacobsen, 1954",140922,"P"
"Semtecdec","Sempervivum tectorum subsp. decoloratum (Jord. & Fourr.) B.Bock, 2012",612571,"P"
"Telephieae","Telephieae H.Ohba & Thiede, 2007",972532,"P"
"Hylotelephium","Hylotelephium H.Ohba, 1977",606916,"P"
"Hylana","Hylotelephium anacampseros (L.) H.Ohba, 1977",103155,"P"
"Hylarg","Hylotelephium argutum (Haw.) Holub, 1979",103156,"Q"
"Hylxber","Hylotelephium x bergeri (P.Fourn.) B.Bock, 2012",610625,"P"
"Hyljul","Hylotelephium jullianum (Boreau) Grulich, 1984",103158,"I"
"Hylmax","Hylotelephium maximum (L.) Holub, 1978",103159,"P"
"Hylpop","Hylotelephium populifolium (Pall.) H.Ohba, 1977",103160,"M"
"Hylsie","Hylotelephium sieboldii (Regel) H.Ohba, 1977",610623,"M"
"Hylspe","Hylotelephium spectabile (Boreau) H.Ohba, 1977",610624,"M"
"Hyltel","Hylotelephium telephium (L.) H.Ohba, 1977",103162,"P"
"Umbiliceae","Umbiliceae Meisn., 1838",972540,"P"
"Phedimus","Phedimus Raf., 1817",606966,"P"
"Pheaiz","Phedimus aizoon (L.) 't Hart, 1995",610869,"M"
"Pheell","Phedimus ellacombeanus (Praeger) 't Hart, 1995",988950,"M"
"Phehyb","Phedimus hybridus (L.) 't Hart, 1995",610870,"M"
"Phekam","Phedimus kamtschaticus (Fisch. & C.A.Mey.) 't Hart, 1995",988945,"M"
"Phespu","Phedimus spurius (M.Bieb) 't Hart, 1995",610868,"I"
"Phespuspu","Phedimus spurius subsp. spurius (M.Bieb) 't Hart, 1995",985734,"I"
"Phespuopp","Phedimus spurius subsp. oppositifolius (Sims) L.Gallo, 2020",985735,"M"
"Pheste","Phedimus stellatus (L.) Raf., 1817",113076,"P"
"Phesto","Phedimus stoloniferus (S.G.Gmel.) 't Hart, 1995",968799,"I"
"Rhodiola","Rhodiola L., 1753",197169,"P"
"Rhoros2","Rhodiola rosea L., 1753",117668,"P"
"Umbilicus","Umbilicus DC., 1805",198799,"P"
"Umbhor","Umbilicus horizontalis (Guss.) DC., 1828",128211,"P"
"Umbrup","Umbilicus rupestris (Salisb.) Dandy, 1948",128215,"P"
"Cynomoriaceae","Cynomoriaceae Endl. ex Lindl., 1833",187233,"P"
"Cynomorium","Cynomorium L., 1753",191450,"P"
"Cyncoc","Cynomorium coccineum L., 1753",93854,"P"
"Grossulariaceae","Grossulariaceae DC., 1805",187308,"P"
"Ribes","Ribes L., 1753",197220,"P"
"Ribalp","Ribes alpinum L., 1753",117748,"P"
"Ribaur","Ribes aureum Pursh, 1814",117751,"M"
"Ribxcul","Ribes x culverwellii McFarland, 1900",117791,"P"
"Ribxfon","Ribes x fontenayense Jancz., 1905",117792,"M"
"Ribxgor","Ribes x gordonianum Lem., 1846",117793,"M"
"Ribxpal","Ribes x pallidum Otto & A.Dietr., 1842",117796,"P"
"Ribxvar","Ribes x varoi Blanca, 1994",117799,"P"
"RibnigxRibrub","Ribes nigrum x Ribes rubrum",611475,"P"
"Ribnig","Ribes nigrum L., 1753",117766,"P"
"Ribodo","Ribes odoratum H.L.Wendl., 1825",117767,"M"
"Ribpet","Ribes petraeum Wulfen, 1781",117771,"P"
"Ribrub","Ribes rubrum L., 1753",117774,"I"
"Ribsan","Ribes sanguineum Pursh, 1814",117775,"M"
"Ribspe","Ribes speciosum Pursh, 1814",117781,"M"
"Ribspi","Ribes spicatum Robson, 1796",117782,"Q"
"Ribuva","Ribes uva-crispa L., 1753",117787,"P"
"Haloragaceae","Haloragaceae R.Br., 1814",187368,"P"
"Halsto","Haloragis stokesii F.Br.",447260,"A"
"Myriophyllum","Myriophyllum L., 1753",195012,"P"
"Myralt","Myriophyllum alterniflorum DC., 1815",109139,"P"
"Myraqu","Myriophyllum aquaticum (Vell.) Verdc., 1973",109141,"J"
"Myrhet","Myriophyllum heterophyllum Michx., 1803",109144,"I"
"Myrspi2","Myriophyllum spicatum L., 1753",109150,"P"
"Myrver2","Myriophyllum verticillatum L., 1753",109151,"P"
"Hamamelidaceae","Hamamelidaceae R.Br., 1818",187237,"D"
"Hammol","Hamamelis mollis Oliv., 1888",100736,"M"
"Hamvir","Hamamelis virginiana L., 1753",100737,"M"
"Paeoniaceae","Paeoniaceae Raf., 1815",187291,"P"
"Paeonia","Paeonia L., 1753",195673,"P"
"Paecor","Paeonia corsica Sieber ex Tausch, 1828",112033,"E"
"Paemas","Paeonia mascula (L.) Mill., 1768",112038,"P"
"Paemasmas","Paeonia mascula subsp. mascula (L.) Mill., 1768",138532,"P"
"Paemor","Paeonia morisii Cesca, Bernardo & Passal., 2001",160567,"P"
"Paeoff","Paeonia officinalis L., 1753",112042,"P"
"Paeoffoff","Paeonia officinalis subsp. officinalis L., 1753",138537,"P"
"Paeoffhut","Paeonia officinalis subsp. huthii Soldano, 1993",138535,"P"
"Paeoffmic","Paeonia officinalis subsp. microcarpa Nyman, 1878",138536,"P"
"Paeses","Paeonia sessiliflora Sims, 1826",112050,"M"
"Saxifragaceae","Saxifragaceae Juss., 1789",187305,"P"
"Astilbe","Astilbe",606851,"P"
"Astjap","Astilbe japonica (C.Morren & Decne.) A.Gray, 1841",610615,"M"
"Bergenia","Bergenia Moench, 1794",189839,"P"
"Bercor2","Bergenia cordifolia (Haw.) Sternb., 1831",610727,"M"
"Bercra","Bergenia crassifolia (L.) Fritsch, 1889",85779,"M"
"Chrysosplenium","Chrysosplenium L., 1753",190802,"P"
"Chralt","Chrysosplenium alternifolium L., 1753",91118,"P"
"Chrxhyp","Chrysosplenium x hypotheticum P.Fourn., 1936",91121,"P"
"Chropp","Chrysosplenium oppositifolium L., 1753",91120,"P"
"Darmera","Darmera Voss, 1899",715624,"P"
"Darpel","Darmera peltata (Torr. ex Benth.) Voss, 1899",717161,"M"
"Heuchera","Heuchera",606913,"P"
"Heusan","Heuchera sanguinea Engelm., 1848",610617,"M"
"Micranthes","Micranthes Haw., 1812",715625,"P"
"Micclu","Micranthes clusii (Gouan) B.Bock, 2012",717309,"P"
"Michie","Micranthes hieraciifolia (Waldst. & Kit. ex Willd.) Haw., 1822",108484,"P"
"Micste","Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005",717310,"P"
"Saxifraga","Saxifraga L., 1753",197402,"P"
"Saxads","Saxifraga adscendens L., 1753",120962,"P"
"Saxaiz","Saxifraga aizoides L., 1753",120965,"P"
"Saxand","Saxifraga androsacea L., 1753",120973,"P"
"Saxaqu","Saxifraga aquatica Lapeyr., 1801",120976,"P"
"Saxare","Saxifraga aretioides Lapeyr., 1801",120977,"P"
"Saxasp","Saxifraga aspera L., 1753",120978,"P"
"Saxbif","Saxifraga biflora All., 1773",120987,"P"
"Saxbry","Saxifraga bryoides L., 1753",120988,"P"
"Saxbul","Saxifraga bulbifera L., 1753",120989,"P"
"Saxcae","Saxifraga caesia L., 1753",120994,"P"
"Saxcal","Saxifraga callosa Sm., 1791",120995,"P"
"Saxcat","Saxifraga catalaunica Boiss., 1856",121001,"Q"
"Saxceb","Saxifraga cebennensis Rouy & E.G.Camus, 1901",121002,"E"
"Saxcer","Saxifraga cervicornis Viv., 1825",121004,"P"
"Saxcoc","Saxifraga cochlearis Rchb., 1832",121012,"P"
"Saxcon2","Saxifraga conifera Coss. & Durieu, 1864",121017,"Q"
"Saxcor","Saxifraga corsica (Ser.) Gren. & Godr., 1848",121022,"P"
"Saxcorcor","Saxifraga corsica subsp. corsica (Ser.) Gren. & Godr., 1848",140612,"P"
"Saxcot","Saxifraga cotyledon L., 1753",121024,"P"
"Saxcun","Saxifraga cuneata Willd., 1799",121028,"X"
"Saxcun2","Saxifraga cuneifolia L., 1759",121031,"P"
"Saxcuncun","Saxifraga cuneifolia subsp. cuneifolia L., 1759",140615,"P"
"Saxcunrob","Saxifraga cuneifolia subsp. robusta D.A.Webb, 1988",140616,"P"
"Saxcym","Saxifraga cymbalaria L., 1753",121033,"M"
"Saxcymhue","Saxifraga cymbalaria var. huetiana (Boiss.) Engl. & Irmsch., 1916",151222,"M"
"Saxdel","Saxifraga delphinensis Ravaud, 1890",121035,"P"
"Saxdia","Saxifraga diapensioides Bellardi, 1792",121039,"P"
"Saxexa","Saxifraga exarata Vill., 1779",121047,"P"
"Saxflo","Saxifraga florulenta Moretti, 1823",121054,"S"
"Saxfra","Saxifraga fragilis Schrank, 1822",121055,"P"
"Saxfrafra","Saxifraga fragilis subsp. fragilis Schrank, 1822",140632,"P"
"Saxfra2","Saxifraga fragosoi Sennen, 1929",121056,"P"
"Saxger","Saxifraga geranioides L., 1755",121059,"P"
"Saxgiz","Saxifraga giziana Mouly & Ferrez, 2019",966614,"E"
"Saxgra","Saxifraga granulata L., 1753",121065,"P"
"Saxhar","Saxifraga hariotii Luizet & Soulié, 1912",121070,"P"
"Saxhir","Saxifraga hirculus L., 1753",121076,"P"
"Saxhir2","Saxifraga hirsuta L., 1759",121077,"P"
"Saxhirhir","Saxifraga hirsuta subsp. hirsuta L., 1759",140642,"P"
"Saxhirpau","Saxifraga hirsuta subsp. paucicrenata (Leresche ex Gillot) D.A.Webb, 1963",140643,"P"
"Saxhos","Saxifraga hostii Tausch, 1828",611577,"I"
"Saxhyp","Saxifraga hypnoides L., 1753",121083,"M"
"Saxint","Saxifraga intricata Lapeyr., 1801",121090,"P"
"Saxira","Saxifraga iratiana F.W.Schultz, 1851",121091,"P"
"Saxxand","Saxifraga x andrewsii Harv., 1848",121214,"D"
"Saxxare","Saxifraga x arendsii Engl., 1916",121215,"M"
"Saxxbar","Saxifraga x baregensis Rouy & E.G.Camus, 1901",121217,"D"
"Saxxber","Saxifraga x berolinensis Engl. & Irmsch., 1916",121220,"D"
"Saxxbub","Saxifraga x bubaniana Engl. & Irmsch., 1916",121222,"D"
"Saxxbur","Saxifraga x burnatii H.Sund., 1906",121223,"D"
"Saxxcap","Saxifraga x capitata Lapeyr., 1801",121224,"D"
"Saxxcel","Saxifraga x celtiberica Fuente, Sánchez Mata & G.Navarro, 1988",121225,"D"
"Saxxchl","Saxifraga x chlorantha Luizet & Soulié, 1912",121226,"D"
"Saxxcil","Saxifraga x ciliaris Lapeyr., 1818",121227,"D"
"Saxxcon","Saxifraga x conradiae J.Prudhomme, 1988",121228,"D"
"Saxxcos","Saxifraga x costei Luizet & Soulié, 1911",121229,"D"
"Saxxcus","Saxifraga x cuspidata Schleich. ex Engl. & Irmsch., 1916",121230,"D"
"Saxxdar","Saxifraga x darrieuxii Luizet & Soulié, 1916",121231,"D"
"Saxxdes","Saxifraga x desetangsii Luizet & Soulié, 1913",121232,"D"
"Saxxfor","Saxifraga x forsteri Stein, 1877",121234,"D"
"Saxxfre","Saxifraga x freibergii Ruppert, 1908",121235,"D"
"Saxxgau","Saxifraga x gaudinii Brügger, 1868",121236,"D"
"Saxxgau2","Saxifraga x gautieri Rouy, 1900",121237,"D"
"Saxxgen","Saxifraga x gentyana Bouchard, 1948",121238,"D"
"Saxxgeu","Saxifraga x geum L., 1753",121239,"D"
"Saxxhau","Saxifraga x haussmannii A.Kern., 1863",121243,"D"
"Saxxhyb","Saxifraga x hybrida Vill. ex Lapeyr., 1801",121247,"D"
"Saxxjea","Saxifraga x jeanpertii Rouy & Luizet, 1912",121248,"D"
"Saxxjou","Saxifraga x jouffroyi Rouy, 1895",121249,"D"
"Saxxkoc","Saxifraga x kochii Hornung, 1835",121250,"D"
"Saxxlar","Saxifraga x larsenii H.Sund., 1915",121252,"D"
"Saxxlec","Saxifraga x lecomtei Luizet & Soulié, 1910",121253,"D"
"Saxxlev","Saxifraga x leveillei H.J.Coste & Soulié, 1915",121254,"D"
"Saxxlho","Saxifraga x lhommei H.J.Coste & Soulié, 1912",121255,"D"
"Saxxlut","Saxifraga x luteopurpurea Lapeyr., 1801",121258,"D"
"Saxxmac","Saxifraga x macnabiana R.Linds., 1885",121259,"D"
"Saxxmal","Saxifraga x malbyana Horný, Soják & Webr, 1974",121260,"D"
"Saxxman","Saxifraga x manginii Luizet & Soulié, 1911",121261,"D"
"Saxxmar","Saxifraga x martyi Luizet & Soulié, 1911",121262,"D"
"Saxxmat","Saxifraga x mattfeldii Engl., 1922",121263,"D"
"Saxxnat","Saxifraga x nathorstii (Dusén) Hayek, 1905",121265,"D"
"Saxxpad","Saxifraga x padellae Brügger, 1880",121271,"D"
"Saxxpal","Saxifraga x palmata Lapeyr., 1801",121273,"D"
"Saxxpat","Saxifraga x patens Gaudin, 1818",121274,"P"
"Saxxpau","Saxifraga x paui Merino, 1905",121275,"P"
"Saxxpri","Saxifraga x prietoi T.E.Díaz, Fern.Areces & Pérez Carro, 1990",121278,"D"
"Saxxpru","Saxifraga x prudhommei Aubin, 1987",121279,"D"
"Saxxrec","Saxifraga x recoderi Fern.Areces, Villar & T.E.Díaz, 1988",121280,"D"
"Saxxric","Saxifraga x richteri Luizet & Soulié, 1916",121282,"D"
"Saxxsal","Saxifraga x saleixiana Gaussen & J.-P.Lebrun, 1962",121283,"D"
"Saxxsil","Saxifraga x sillingeri Dostál, 1948",121285,"D"
"Saxxsou","Saxifraga x souliei H.J.Coste, 1905",788847,"D"
"Saxxsup","Saxifraga x superba Rouy & E.G.Camus, 1901",121290,"D"
"Saxxurb","Saxifraga x urbionica Losa, 1950",121292,"D"
"Saxxurb2","Saxifraga x urbium D.A.Webb, 1963",121293,"M"
"Saxxver","Saxifraga x verguinii Luizet & Soulié, 1912",121294,"D"
"Saxxvet","Saxifraga x vetteri Burnat, 1899",121295,"D"
"Saxxwet","Saxifraga x wettsteinii Brügger, 1880",121296,"D"
"Saxxwil","Saxifraga x wilcezkii Neyraut & Verg. ex Luizet, 1915",121297,"D"
"Saxxzim","Saxifraga x zimmeteri A.Kern., 1870",121299,"D"
"Saxlam","Saxifraga lamottei Luizet, 1913",121096,"E"
"Saxlan","Saxifraga lantoscana Boiss. & Reut., 1856",121098,"P"
"Saxlon","Saxifraga longifolia Lapeyr., 1801",121106,"P"
"Saxlos","Saxifraga losae Sennen, 1931",121107,"Q"
"Saxmed","Saxifraga media Gouan, 1773",121110,"P"
"Saxmos","Saxifraga moschata Wulfen, 1781",121115,"P"
"Saxmus","Saxifraga muscoides All., 1773",121120,"P"
"Saxmut","Saxifraga mutata L., 1762",121124,"P"
"Saxopp","Saxifraga oppositifolia L., 1753",121132,"P"
"Saxpan","Saxifraga paniculata Mill., 1768",121139,"P"
"Saxped","Saxifraga pedemontana All., 1785",121144,"P"
"Saxpen","Saxifraga pentadactylis Lapeyr., 1801",121146,"P"
"Saxpenpen","Saxifraga pentadactylis subsp. pentadactylis Lapeyr., 1801",140677,"P"
"Saxpra","Saxifraga praetermissa D.A.Webb, 1963",121154,"P"
"Saxpro","Saxifraga prostii Sternb., 1831",121156,"E"
"Saxpse","Saxifraga pseudoexarata (Braun-Blanq.) Landolt, 2010",952591,"Q"
"Saxpub","Saxifraga pubescens Pourr., 1788",121158,"P"
"Saxret","Saxifraga retusa Gouan, 1773",121174,"P"
"Saxros","Saxifraga rosacea Moench, 1794",121176,"P"
"Saxrosros","Saxifraga rosacea subsp. rosacea Moench, 1794",140685,"P"
"Saxrosspo","Saxifraga rosacea subsp. sponhemica (C.C.Gmel.) D.A.Webb, 1963",140686,"P"
"Saxrot","Saxifraga rotundifolia L., 1753",121177,"P"
"Saxrotrot","Saxifraga rotundifolia subsp. rotundifolia L., 1753",140688,"P"
"Saxrotrot2","Saxifraga rotundifolia var. rotundifolia L., 1753",151256,"P"
"Saxrotins","Saxifraga rotundifolia var. insularis Briq., 1913",151255,"E"
"Saxrud","Saxifraga rudolphiana Hornsch. ex W.D.J.Koch, 1837",620620,"Q"
"Saxseg","Saxifraga seguieri Spreng., 1807",121184,"P"
"Saxsto","Saxifraga stolonifera Curtis, 1774",121193,"M"
"Saxtri","Saxifraga tridactylites L., 1753",121201,"P"
"Saxumb","Saxifraga umbrosa L., 1762",121203,"P"
"Saxval","Saxifraga valdensis DC., 1815",121205,"S"
"Tellima","Tellima",198262,"I"
"Telgra","Tellima grandiflora (Pursh) Douglas ex Lindl., 1828",125863,"M"
"Tolmiea","Tolmiea",607004,"P"
"Tolmen","Tolmiea menziesii (Pursh) Torr. & A.Gray, 1838",611618,"M"
"SaxRev","Saxifraganae Reveal, 1994",599506,"P"
"Lyghia","Lygodium hians E.Fourn., 1873",673602,"A"
"Actbal","Actinostachys balansae (E.Fourn.) C.F.Reed",673928,"A"
"Actint","Actinostachys intermedia (Mett.) C.F.Reed",674219,"A"
"Actlae","Actinostachys laevigata (Mett.) C.F.Reed",674220,"A"
"Actpla","Actinostachys plana (E.Fourn.) C.F.Reed",673931,"A"
"Actten","Actinostachys tenuis (E.Fourn.) C.F.Reed",673930,"A"
"SelPra","Selaginellales Prantl, 1874",187173,"P"
"Selaginellaceae","Selaginellaceae Willk., 1854",187174,"P"
"Selaginella","Selaginella P.Beauv., 1804",197570,"P"
"Selban","Selaginella banksii Alston, 1932",446501,"A"
"Selcat","Selaginella cataphracta (Willd.) Spring., 1838",706786,"A"
"Selcon","Selaginella concinna (Sw.) Spring, 1838",706787,"A"
"Selden","Selaginella denticulata (L.) Spring, 1838",122304,"P"
"Seldis","Selaginella distachya Cordem., 1891",706789,"A"
"Selepi","Selaginella epirrhizos Spring, 1843",731270,"A"
"Selfal","Selaginella falcata (P.Beauv.) Spring, 1843",761748,"A"
"Selfir","Selaginella firmuloides Warb., 1900",671588,"A"
"Selfla","Selaginella flabellata (L.) Spring, 1838",833899,"A"
"Selfru","Selaginella fruticulosa (Bory ex Willd.) Spring, 1838",706791,"A"
"Selhel","Selaginella helvetica (L.) Spring, 1838",122305,"P"
"Selhor","Selaginella hordeiformis Baker",671589,"A"
"Selkra","Selaginella kraussiana (Kunze) A.Braun, 1860",122306,"I"
"Selmeg","Selaginella megastachya Baker",671590,"A"
"Selneo","Selaginella neocaledonica Baker",671591,"A"
"Selpro","Selaginella protracta Warb., 1900",446503,"A"
"Selsan","Selaginella sandwithii Alston, 1981",731280,"A"
"Selsel","Selaginella selaginoides (L.) P.Beauv. ex Schrank & Mart., 1829",122308,"P"
"Selser","Selaginella serrulata (Desv.) Spring, 1843",706793,"A"
"Selses","Selaginella sespillifolia Brownlie",671592,"A"
"Selset","Selaginella setchellii O.C.Schmidt, 1924",446504,"A"
"Selsin","Selaginella sinuosa (Desv.) Alston, 1934",706794,"A"
"Selvie","Selaginella vieillardii Warb., 1900",671593,"A"
"Selvir","Selaginella viridula (Bory ex Willd.) Spring, 1838",706797,"A"
"SolJus","Solanales Juss. ex Bercht. & J.Presl, 1820",593926,"P"
"Convolvulaceae","Convolvulaceae Juss., 1789",187400,"P"
"Convolvuloideae","Convolvuloideae Burnett, 1835",848293,"P"
"Animar","Aniseia martinicensis (Jacq.) Choisy, 1837",629078,"A"
"Convolvuleae","Convolvuleae Choisy, 1845",848295,"P"
"Convolvulus","Convolvulus L., 1753",191107,"P"
"Conalt","Convolvulus althaeoides L., 1753",92297,"P"
"Conarv","Convolvulus arvensis L., 1753",92302,"P"
"Conbet","Convolvulus betonicifolius Mill., 1768",92306,"I"
"Concan","Convolvulus cantabrica L., 1753",92308,"P"
"Condub","Convolvulus dubius J.L.Gilbert, 1963",92316,"I"
"Conele","Convolvulus elegantissimus Mill., 1768",92317,"Y"
"Conxhow","Convolvulus x howittiorum (Brummitt) B.Bock, 2012",717145,"D"
"Conxluc","Convolvulus x lucanus Ten., 1826",92369,"P"
"Conxsca","Convolvulus x scanicus (Brummitt) B.Bock, 2012",717146,"P"
"Conjap","Convolvulus japonicus Thunb., 1784",721931,"M"
"Conlan","Convolvulus lanuginosus Desr., 1792",92329,"P"
"Conlin","Convolvulus lineatus L., 1759",92331,"P"
"Consab","Convolvulus sabatius Viv., 1824",92348,"I"
"Consep","Convolvulus sepium L., 1753",92353,"P"
"Consic","Convolvulus siculus L., 1753",92356,"P"
"Consil","Convolvulus silvaticus Kit., 1805",92357,"M"
"Consol","Convolvulus soldanella L., 1753",92358,"P"
"Contri","Convolvulus tricolor L., 1753",92364,"M"
"Contritri","Convolvulus tricolor subsp. tricolor L., 1753",133428,"M"
"Contri& G","Convolvulus tricolor subsp. cupanianus (Tod.) Cavara & Grande, 1925",133427,"M"
"Ipomoeeae","Ipomoeeae Hallier f., 1893",848294,"P"
"Camumb","Camonea umbellata (L.) A.R.Simões & Staples, 2017",848265,"A"
"Disaeg","Distimake aegyptius (L.) A.R.Simões & Staples, 2017",848272,"A"
"Ipomoea","Ipomoea L., 1753",193617,"P"
"Ipocor","Ipomoea cordatotriloba Dennst., 1810",954662,"M"
"Ipohed","Ipomoea hederacea Jacq., 1787",103682,"M"
"Ipoind","Ipomoea indica (Burm.) Merr., 1917",103684,"I"
"Ipoino","Ipomoea inopinata (Heine) J.R.I.Wood & Scotland, 2019",980168,"A"
"Ipolac","Ipomoea lacunosa L., 1753",103687,"M"
"Ipolep","Ipomoea leprieurii D.F.Austin, 1981",733125,"A"
"Ipolob","Ipomoea lobata (Cerv.) Thell., 1919",610883,"M"
"Ipophi","Ipomoea philomega (Vell.) House, 1908",848518,"A"
"Ipopur","Ipomoea purpurea (L.) Roth, 1787",521639,"I"
"Iposag","Ipomoea sagittata Poir., 1789",103693,"I"
"Iposph","Ipomoea sphenophylla Urb., 1908",969397,"A"
"Ipowal","Ipomoea walpersiana Duchass. ex Urb., 1902",629924,"A"
"Opelep","Operculina leptoptera Urb., 1902",630266,"A"
"Opeser","Operculina sericantha (Miq.) Ooststr., 1932",733144,"A"
"Quamoclit","Quamoclit Mill., 1754",197002,"M"
"Quacoc","Quamoclit coccinea (L.) Moench, 1794",116633,"M"
"Stitilmar","Stictocardia tiliifolia subsp. marquesensis Staples & Butaud, 2016",895210,"A"
"Cuscutoideae","Cuscutoideae Link",848297,"P"
"Cuscuta","Cuscuta L., 1753",191368,"P"
"Cusapp","Cuscuta approximata Bab., 1844",93601,"P"
"Cusappapp","Cuscuta approximata subsp. approximata Bab., 1844",133555,"P"
"Cuscam","Cuscuta campestris Yunck., 1932",93613,"I"
"Cusepi","Cuscuta epilinum Weihe, 1824",93620,"Y"
